Battery_Power_Rating,OS,Product_Dimensions,RAM,camera,price,product_name,values
3000,Android,14.3 x 0.8 x 6.9 cm,3 GB,Wide Angle 5MP,"₹ 12,990.00","LG Q6 (Black, 3GB RAM, 32GB Storage)","Android,3 GB,150 g,14.3 x 0.8 x 6.9 cm,1 A batteries required. (included),LGM700DSK,Bluetooth, WiFi Hotspot,GSM, (850/900/1800/1900 MHz), 3G, UMTS, (W850/W900/W2100), HSDPA, HSUPA, 4G LTE, GPRS, EDGE, WiFi,Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Ambient light sensor, Accelerometer, Digital compass, Gyroscope, E-mail,Keypad,Wide Angle 5MP,Touchscreen Phone,150 Grams,Black,3000,14 Hours,136 Hours,Handset, Charger, Quick Start Guide, Stereo Ear Microphone and USB Data Cable"
"Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual",Android,16.4 x 0.8 x 7.6 cm,8 GB,Touchscreen Phone,"₹ 32,999.00","Samsung Galaxy A71 (Prism Crush Blue, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,8 GB,181 g,16.4 x 0.8 x 7.6 cm,SM-A715FZBWINS,Bluetooth;WiFi Hotspot,2G;GSM;3G;WCDMA;4G;LTE FDD;TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing, E-mail,1080 x 2400 pixels, 20:9 ratio (~393 ppi density),Corning Gorilla Glass 3,12MP,Touchscreen Phone,181 Grams,Prism Crush Blue,4500,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
4000,Android,16.3 x 0.9 x 7.8 cm,6 GB,32MP,"₹ 15,978.00","TECNO Camon15 Pro (Ice Jadeite, 6GB RAM, 128GB Storage)","Android,6 GB,204 g,16.3 x 0.9 x 7.8 cm,1 Lithium Polymer batteries required. (included),CD8,Bluetooth, WiFi Hotspot,3G, 4G, EDGE, GPRS, Wi-Fi,Dual SIM, GPS, Music Player, Video Player, Distance, Ambient light, Accelerometer, Fingerprint,1080 x 2340,32MP,Touchscreen Phone,204 Grams,Ice Jadeite,4000,27.8 Hours,470.5 Hours,Handset, Power Adapter, Data Cable, Screen Protective Cover, Back TPU Cover, SIM EJECT Tool, User Manual and Warranty Card"
4500,Android,16 x 0.9 x 7.5 cm,8 GB,8MP,"₹ 31,990.00","Vivo V19 (Piano Black, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Android,8 GB,186 g,16 x 0.9 x 7.5 cm,Vivo 1933,Bluetooth;WiFi Hotspot,2G;GSM;(B2/3/5/8);3G;WCDMA;(B1/5/8);4G;TDD_LTE;(B38/40/41);4G;FDD_LTE;(B1/3/5/8),Dual SIM;GPS;Music Player;Video Player;;In-Display Fingerprint Scanning;Accelerometer;Ambient light sensor;Proximity;E-compass and Gyroscope sensor;E-mail,1080 x 2400 pixels, 20:9 ratio (~409 ppi density),Corning Gorilla Glass,DCI-P3 100%,1280 x 720,8MP,Touchscreen Phone,186 Grams,Piano Black,4500,Handset, Earphone, Type-C to USB Cable, USB Power Adapter, SIM Ejector, Protective Case, Protective Film (applied) and Documentation"
5000,Android,16.2 x 0.9 x 7.6 cm,6 GB,16MP,"₹ 16,990.00","OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,191 g,16.2 x 0.9 x 7.6 cm,1 Lithium Polymer batteries required. (included),CPH2061,Bluetooth, WiFi Hotspot,GPRS, EDGE, HSPA+, WCDMA, TD-LTE, LTE FDD,Dual SIM, GPS, Music Player, Video Player,2400 x 1080,16MP,Touchscreen Phone,191 Grams,Stream White,5000,34 Hours,500 Hours,Handset, Type-C Cable, Earphone, Adapter, Sim Tray Ejecter, Protective Case, Booklet with Warranty Card and Quick Guide."
4780,Android,16.3 x 0.9 x 7.5 cm,8 GB,20MP,"₹ 49,999.00","Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready","Android,8 GB,209 g,16.3 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),Mi 10,Bluetooth;WiFi Hotspot,Bluetooth v5.0 wireless technology;802.11 a/b/g/n/ac/ax wifi;GPS;GLONASS;BeiDou;USB 2.0 OTG;IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,Super AMOLED capacitive touchscreen, 16M colors,Corning Gorilla Glass 5,HDR10+,20MP,Touchscreen Phone,209 Grams,Twilight Grey,4780,Handset, Power Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide and Clear Soft Case"
Opal White,Android,16.3 x 0.9 x 7.8 cm,6 GB,1080 x 2340,"₹ 15,888.00","TECNO Camon15 Pro (Opal White, 6GB RAM, 128GB Storage)","Android,6 GB,204 g,16.3 x 0.9 x 7.8 cm,1 Lithium Polymer batteries required. (included),CD8,Bluetooth, WiFi Hotspot,3G, 4G, EDGE, GPRS, Wi-Fi,Dual SIM, GPS, Music Player, Video Player, Distance, Ambient light, Accelerometer, Fingerprint, E-mail,Touchscreen,1080 x 2340,32MP,Touchscreen Phone,204 Grams,Opal White,4000,27.8 Hours,470.5 Hours,Handset, Power Adapter, Data Cable, Screen Protective Cover, Back TPU Cover, SIM EJECT Tool, User Manual and Warranty Card"
2300,Android,14.5 x 1 x 7.4 cm,1 GB,5MP,"₹ 4,658.00","Karbonn K9 Smart 4G (Black-Sandstone, 8GB)","Android,1 GB,145 g,14.5 x 1 x 7.4 cm,1 A batteries required. (included),K9 Smart 4G,Bluetooth, WiFi Hotspot,GSM, (900/1800 MHz), 3G, WCDMA, (B1/B8), 4G LTE, FDD, (B3/B5), TDD, (B40),Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail,Touchscreen,5MP,Touchscreen Phone,145 Grams,Black-Sandstone,2300,4 Hours,240 Hours,Handset, Battery, Earphone and Adaptor"
4000 milliamp_hours,8 GB,1 Lithium Polymer batteries required. (included),200 g,Super AMOLED,"₹ 31,999.00","Realme X2 Pro (Lunar White, 128 GB) (8 GB RAM)","8 GB,200 g,18 x 9.6 x 7.2 cm,1 Lithium Polymer batteries required. (included),Realme X2 Pro,WiFi,Dual SIM|,, ,, ,, ,Super AMOLED,Front,200 Grams,White,4000 milliamp_hours"
"DATA CABLE, ADAPTER & HAND SET INSIDE THE BOX","Operating System AndroidTM 7.1.1, Nougat",14.8 x 0.9 x 7.4 cm,3 GB,YES,"₹ 10,200.00",LENOVO K8 (Venom Black),"Operating System AndroidTM 7.1.1, Nougat,3 GB,163 g,14.8 x 0.9 x 7.4 cm,1 Lithium Metal batteries required.,k8,GSM;wifi;4g;3g;bluetooth;usb,Camera: Front Camera & Rear Camera, 3 GB RAM | 32 GB ROM | Expandable Upto 128 GB, 5.2 inch HD Display, 13 MP auto-focus rear camera with LED flash 8 MP front camera selfie flash/light,Security Fingerprint reader,Mediatek Helio P20 octa-core processor,AndroidTM 7.1.1, Nougat,Weight 165 g,Battery 4000 mAh Li-poly, built-in,Display 13.2cm (5.2) HD (1280 x 720) IPS, 2.5D glass,Touchscreen,13MP Primary| 8MP Secondary,YES,163 Grams,venom black,4000 milliamp_hours,DATA CABLE, ADAPTER & HAND SET INSIDE THE BOX"
Prism Crush White,Android,15.8 x 0.8 x 7.5 cm,6 GB,Microphone,"₹ 24,999.00","Samsung Galaxy A50s (Prism Crush White, 6GB RAM, 128GB Storage)","Android,6 GB,168 g,15.8 x 0.8 x 7.5 cm,1 Lithium ion batteries required. (included),SM-A507FZWWINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD, TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing,6.4 inches, 100.5 cm2 (~85.1% screen-to-body ratio),1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density),Microphone,8MP,Touchscreen Phone,168 Grams,Prism Crush White,4000,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
209 Grams,Android,16.3 x 0.9 x 7.5 cm,8 GB,Touchscreen,"₹ 54,999.00","Mi 10 (Coral Green, 8GB RAM, 256GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready","Android,8 GB,209 g,16.3 x 0.9 x 7.5 cm,1 Lithium ion batteries required. (included),Mi 10,Bluetooth;WiFi Hotspot,Bluetooth v5.0 wireless technology;802.11 a/b/g/n/ac wifi;GPS;GLONASS;BeiDou;USB 2.0 OTG;IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,Super AMOLED capacitive touchscreen, 16M colors,Corning Gorilla Glass 5,HDR10+,Touchscreen,2340 x 1080,20MP,Touchscreen Phone,209 Grams,Coral Green,4780,Handset, Power Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide and Clear Soft Case"
Midnight Black,Android,15.9 x 0.8 x 7.3 cm,8 GB,2400 x 1080,"₹ 31,990.00","OPPO Reno3 Pro (Midnight Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,8 GB,177 g,15.9 x 0.8 x 7.3 cm,1 Lithium Polymer batteries required. (included),CPH2035,Bluetooth, WiFi Hotspot,GPRS, EDGE, HSPA+, WCDMA, TD-LTE, LTE FDD,Dual SIM, GPS, Music Player, Video Player,1080 x 2400 pixels, 20:9 ratio (~402 ppi density),Corning Gorilla Glass 5,500 nits typ. Brightness,800 nits max brightness,2400 x 1080,13MP,Touchscreen Phone,177 Grams,Midnight Black,4025,36 Hours,362 Hours,Handset, VOOC adapter,Type-C Cable, Earphone,Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide"
4000,Android,15.8 x 0.8 x 7.5 cm,6 GB,8MP,"₹ 24,980.00","Samsung Galaxy A50s (Prism Crush Black, 6GB RAM, 128GB Storage)","Android,6 GB,168 g,15.8 x 0.8 x 7.5 cm,1 Lithium ion batteries required. (included),SM-A507FZKWINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD, TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing,6.4 inches, 100.5 cm2 (~85.1% screen-to-body ratio),1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density),8MP,Touchscreen Phone,168 Grams,Prism Crush Black,4000,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
1200 milliamp_hours,"Android, Gingerbread",1.2 x 5.8 x 10.4 cm,384 MB,320 x 240,"₹ 6,900.00",Samsung Galaxy Pocket GT-S5300 (Black),"Android, Gingerbread,384 MB,95.3 g,1.2 x 5.8 x 10.4 cm,Galaxy Pocket S5300,Bluetooth,GSM, (850/900/1800/1900 MHz), EDGE, 3G, WiFi,GPS, Music Player, Video Player, FM Radio,LCD,Touchscreen,320 x 240,Touchscreen,95.3 Grams,Black,1200 milliamp_hours,340 Minutes,500 Hours,SmartPhone"
3750,Android 8.1,15.8 x 0.7 x 7.4 cm,6 GB,2MP,"₹ 22,599.00","Honor Play (Navy Blue, 6GB RAM, 64GB Storage)","Android 8.1,6 GB,177 g,15.8 x 0.7 x 7.4 cm,1 Lithium Polymer batteries required. (included),COR-AL00,Bluetooth, WiFi Hotspot,4G, TDD, LTE, (34/38/39/40/41), FDD, (1/3/5/7), 3G, WCDMA, (1/5/8), 2G, GSM, (2/3/5/8), Wi-Fi, (802.11 b/g/n/a/ac 2.4G/5G Hz), Wifi Direct and Bridge,Dual SIM,409 ppi,2MP,Touchscreen Phone,177 Grams,Navy Blue,3750,Handset, PC Cover, Travel Charger, Data Cable, Warranty Card, User Manual, Eject Tool"
Blue,Android,15.2 x 0.8 x 7.2 cm,3 GB,1440 x 720,"₹ 12,449.00","Lava Z91 (Blue, 3GB RAM, 32GB Storage) with Offers","Android,3 GB,159 g,15.2 x 0.8 x 7.2 cm,1 Lithium Polymer batteries required. (included),Z91,Bluetooth, WiFi Hotspot,GSM, (900/1800 MHz), 3G, (900/2100 MHz), 4G LTE, (1/3/5/40/41),Dual SIM, GPS, Music Player, Video Player, FM Radio, Ambient Light sensor, G-sensor, Proximity sensor, E-mail,Touchscreen,1440 x 720,8MP (Front camera),Touchscreen Phone,159 Grams,Blue,3000,17 Hours,183 Hours,Handset, Headset, Charger, Warranty Card, USB Cable, Backcover, Battery, Screen guard"
222 Grams,Android,16.7 x 0.9 x 7.6 cm,12 GB,Touchscreen,"₹ 97,999.00","Samsung Galaxy S20 Ultra (Black, 12GB RAM, 128 Storage) with No Cost EMI/Additional Exchange Offers","Android,12 GB,222 g,16.7 x 0.9 x 7.6 cm,1 Lithium ion batteries required. (included),SM-G988BZKPINU,Bluetooth;WiFi Hotspot,2G;GSM;3G;WCDMA;4G LTE;FDD;TDD,Dual SIM, GPS,AMOLED,Touchscreen,1280 x 720,40,Touchscreen Phone,222 Grams,Black,5000,Handset, Non-removable Battery Included, Earphones, Travel Adapter, USB Cable and User Manual"
Steel Blue,Android 8.1,15.6 x 0.9 x 7.5 cm,6 GB,Touchscreen,"₹ 18,999.00","Poco F1 (Steel Blue, 6GB RAM, 128GB Storage)","Android 8.1,6 GB,181 g,15.6 x 0.9 x 7.5 cm,1 A batteries required. (included),F1,Bluetooth;WiFi Hotspot,GSM;(B2/3/5/8);WCDMA;(B1/2/5/8);4G;FDD-LTE;(B1/3/5/7/8/20);TDD;(B38/40/41(120MHz),Dual SIM, GPS, Music Player, Video Player, Proximity sensor, Gyroscope, Accelerometer, Electronic compass, Vibration motor, Hall sensor, Ambient light sensor,LCD,Touchscreen,5MP,Touchscreen Phone,181 Grams,Steel Blue,4000,Handset, Power Adapter, USB Cable, SIM Eject Tool, Warranty Card, User Guide and Clear Soft Case"
Prism Crush Violet,Android,15.8 x 0.8 x 7.5 cm,6 GB,Microphone,"₹ 24,970.00","Samsung Galaxy A50s (Prism Crush Violet, 6GB RAM, 128GB Storage)","Android,6 GB,168 g,15.8 x 0.8 x 7.5 cm,1 Lithium ion batteries required. (included),SM-A507FZLWINS,Bluetooth, WiFi Hotspot,2G, GSM, 3G, WCDMA, 4G, LTE, FDD, TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing,6.4 inches, 100.5 cm2 (~85.1% screen-to-body ratio),1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density),Microphone,8MP,Touchscreen Phone,168 Grams,Prism Crush Violet,4000,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
3000,Android,14.4 x 0.8 x 6.9 cm,3 GB,8MP (Front camera),"₹ 11,685.00","LG Q7 (Aurora Black, 3GB RAM, 32GB Storage)","Android,3 GB,145 g,14.4 x 0.8 x 6.9 cm,1 Lithium Polymer batteries required. (included),LG Q7,Bluetooth, WiFi Hotspot,4G LTE, GPRS, EDGE, Wi-Fi,Dual SIM, GPS, Music Player, Video Player, FM Radio, Finger Print sensor, Proximity sensor, Ambient Light sensor, Accelerometer, Digital Compass, Gyroscope,LCD,8MP (Front camera),Touchscreen Phone,145 Grams,Aurora Black,3000,18 Hours,Handset, Battery, Charger, Quick Start Guide, USB Data Cable and User Manual"
3000 milliamp_hours,Android Marshmallow 6.0,14.5 x 7 x 0.8 cm,2 GB,"Front, Rear","₹ 4,450.00","Surya Kenxinda V9 6.0 Inch Display 4G Smartphone Blue (2GB RAM, 16GB Storage) in Gold Colour","Android Marshmallow 6.0,2 GB,141 g,14.5 x 7 x 0.8 cm,1 Lithium ion batteries required. (included),Kenxinda-V9-Golds,4G, VoLTE, LTE, SM, 3G, WiFi,6.0 inch Full HD IPS Display, 2.5D curved glass, 1920x1080 Pixels, 2 GB RAM, 16GB internal storage expandable with Dedicated sim Slot, 1.5 GHz Quad Core, Mediatek processor with Android Marshmallow 6.0, 13 Mpix Rear Camera & 8 Mpix Front Camera, 3500 mAh Removable Li-ion Battery With Finger Print Scanner,LCD,Keypad, Touchscreen,Front, Rear,Touchscreen Phone,141 Grams,Gold,3000 milliamp_hours,1xPc of Phone, 1xCharger, , 1xUSB Cable"
Black,Android,12.3 x 1.1 x 6.4 cm,1 GB,480 x 800,"₹ 4,490.00","Karbonn Indian 9 (Black, 8GB)","Android,1 GB,136 g,12.3 x 1.1 x 6.4 cm,1 Lithium ion batteries required. (included),Indian 9,Bluetooth, WiFi Hotspot,GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz),Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail,Touchscreen,480 x 800,2MP,Touchscreen Phone,136 Grams,Black,1400,4 Hours,240 Hours,Handset, Battery, Earphone and Adaptor"
"Handset, S-Pen, Non-removable Battery Included, Earphones, Travel Adapter, USB Cable, User Manual",Android,16.4 x 0.9 x 7.6 cm,6 GB,Touchscreen Phone,"₹ 37,999.00","Samsung Galaxy Note10 Lite (Aura Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,200 g,16.4 x 0.9 x 7.6 cm,SM-N770FZKOINU,Bluetooth;WiFi Hotspot,2G;GSM;3G;WCDMA;4G;LTE FDD;TDD,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Virtual Light Sensing, E-mail,1080 x 2400 pixels, 20:9 ratio (~394 ppi density),Always-on display,HDR,12 MP,Touchscreen Phone,200 Grams,Aura Black,4500,Handset, S-Pen, Non-removable Battery Included, Earphones, Travel Adapter, USB Cable, User Manual"
163 Grams,Android,15.8 x 0.8 x 7.6 cm,4 GB,Touchscreen,"₹ 13,949.00","Honor 7C Gold (5.99"" FullView Display, 64GB)","Android,4 GB,163 g,15.8 x 0.8 x 7.6 cm,1 Lithium Polymer batteries required. (included),LND-AL30,Bluetooth;WiFi Hotspot,GSM;(B2,B3,B5,B8);WCDMA(B1,B5,B8);4G LTE;TD;(38,39,40,41);FDD;(1,3,5,8);WiFi 802.11 b/g/n, 2.4GHz,Dual SIM;GPS;Music Player;Video Player;;Accelerometer;Proximity sensor;Ambient light sensor;Compass;Fingerprint sensor;E-mail,LED,Touchscreen,720 x 1440,8,Touchscreen Phone,163 Grams,Gold,3000,Handset, Charger, USB 2.0 cable, Quick Start Guide, Warranty Card, Eject tool, TP Protective film (Pre Applied)"
"Handset, Charge Adapter, Earphone, USB Cable, Sim Tray Ejecter, Booklet with Warranty Card and Quick Guide",Android,15.7 x 0.8 x 7.5 cm,6 GB,Touchscreen,"₹ 17,404.00","(Renewed) OPPO R15 Pro (Cosmic Purple, 6GB RAM, 128GB Storage)","Android,6 GB,181 g,15.7 x 0.8 x 7.5 cm,1 Lithium Polymer batteries required.,CPH1831-cr,GSM, WCDMA, HSPA, HSPA+, 4G LTE, VoLTE, GPRS,Dual SIM, GPS, Music Player, Video Player, Magnetic, Light sensor, Distant sensor, Proximity sensor, G-sensor/Acceleration sensor,OLED,Front, Rear,Touchscreen,181 Grams,Cosmic Purple,3430,Handset, Charge Adapter, Earphone, USB Cable, Sim Tray Ejecter, Booklet with Warranty Card and Quick Guide"
181 Grams,Android,15.5 x 0.9 x 7.6 cm,4 GB,Touchscreen,"₹ 14,899.00","Lenovo K8 Note (Fine Gold, 4GB) System Update","Android,4 GB,181 g,15.5 x 0.9 x 7.6 cm,1 Lithium Metal batteries required. (included),XT 1902,Bluetooth;WiFi Hotspot,GSM;WCDMA;3G;4G LTE;TDD;FDD,Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, eCompass, Gyro sensor, E-mail,LCD,Touchscreen,1920 x 1080,Rear Camera: Dual Camera, Pro-Mode, Panorama, Background blur, Selective B&W, Change Background, Front Camera: Wide Angle Selfie, Party Flash, Pro-Mode, Selfie-beautification & timer,Touchscreen Phone,181 Grams,gold,4000,24.7 Hours,378 Hours,Handset, 2 Piece 15W Turbo Charger and USB Cable"
"Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual",Android Pie 9.0,15 x 0.8 x 7 cm,8 GB,Touchscreen Phone,"₹ 49,999.00","Samsung Galaxy S10 (Black, 8GB RAM, 128GB Storage)","Android Pie 9.0,8 GB,159 g,15 x 0.8 x 7 cm,SM-G973FZKDINS,Bluetooth;WiFi Hotspot,4G, 3G, 2G, GSM, WCDMA, LTE, FDD, TDD,Dual SIM, GPS, Accelerometer, Barometer, Fingerprint sensor, Gyro sensor, Geomagnetic sensor, Hall sensor, RGB Light sensor, Proximity sensor,550 ppi pixel density,12MP,Touchscreen Phone,159 Grams,Black,3400,Handset, Earphones, Travel Adapter, USB Cable, Ejection Pin and User Manual"
MOBILE EARPHONE USB CABLE CHARGER MANUALS,android,13.5 x 6.8 x 0.9 cm,512 MB,281 Grams,"₹ 2,699.00",NUVO Green ND-45,"android,512 MB,281 g,13.5 x 6.8 x 0.9 cm,1 Lithium ion batteries required. (included),ND-45,TOUCH SCREEN,Touchscreen,Front, Rear,Touchscreen,281 Grams,green,1600.00,300 Hours,MOBILE EARPHONE USB CABLE CHARGER MANUALS"
186 Grams,Android,15.9 x 0.9 x 7.3 cm,6 GB,Touchscreen,"₹ 21,999.00","Samsung Galaxy A31 (Prism Crush Blue, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Android,6 GB,186 g,15.9 x 0.9 x 7.3 cm,1 Lithium ion batteries required. (included),SM-A315FZBWINS,Bluetooth;WiFi Hotspot,GSM;3G;WCDMA;4G LTE;FDD;TDD,Dual SIM, GPS, Music Player, Video PlayerAccelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Proximity Sensor, E-mail,Super AMOLED,Touchscreen,1080 x 2400,20MP,Touchscreen Phone,186 Grams,Prism Crush Blue,5000,Handset (Non-removable Battery Included), Travel Adapter, USB Cable and User Manual"
"Handset, User Manual, Headset, 15W Turbo Charger and USB Cable",Android,14.8 x 0.8 x 7.3 cm,4 GB,Touchscreen Phone,"₹ 13,990.00","Motorola X4 XT1900-2 (Super Black, 64GB)","Android,4 GB,163 g,14.8 x 0.8 x 7.3 cm,1 Lithium Polymer batteries required. (included),XT1900-2,Bluetooth, WiFi Hotspot,GSM, (2/3/5/8), 3G, WCDMA, (1/2/4/5/8), UMTS, HSPA+, 4G LTE, FDD, (1/3/4/5/7/8/20/28), TDD, (38/40/41),Dual SIM, GPS, Music Player, Video Player, Fingerprint reader, Proximity sensor, Gravity sensor, Accelerometer, Ambient light sensor, Magnetometer, Gyroscope, Sensor Hub, E-mail,16MP (Front camera),Touchscreen Phone,163 Grams,Super Black,3000,Handset, User Manual, Headset, 15W Turbo Charger and USB Cable"
5000,Android,15.6 x 0.9 x 7.6 cm,6 GB,12MP,"₹ 15,615.00","10.or Crafted for Amazon G2 (Charcoal Black, 6GB RAM, 64GB Storage)","Android,6 GB,209 g,15.6 x 0.9 x 7.6 cm,1 Lithium Polymer batteries required. (included),G2,Bluetooth, WiFi Hotspot,GSM,Dual SIM, GPS,LCD,12MP,Touchscreen Phone,209 Grams,Charcoal Black,5000,Handset, Travel Charger(15W), USB Type C Cable, Battery (built-in), Transparent Case, Ejection Pin and Quick Start Guide"
"1 Handset, 1 Charger, 1 Tpu Cover, 1 Data Cable, 1 Sim Eject Tool, 1 Tp Protective Film (Attached On The Phone Before Delivery), 1 Warranty Card and 1 User Manual",Android,15.4 x 0.8 x 7.4 cm,6 GB,Touchscreen Phone,"₹ 22,999.00","Honor 20 (Sapphire Blue, 6GB, 128GB Storage) - 48m AI Quad Rear Camera & Kirin 980 Processor.","Android,6 GB,172 g,15.4 x 0.8 x 7.4 cm,1 Lithium Polymer batteries required. (included),YAL-AL00,Bluetooth, WiFi Hotspot,GSM, (B2/B3/B5/B8), WCDMA, (B1/B2/B4/B5/B6/B8/B19), 4G, LTE, TDD, (B38/B40/B41), (2545-2655MHz), FDD, (B1/B2/B3/B4/B5/B7/B8/B18/B19/B20/B26/B28), Wi-Fi 2.4GHz: 802.11 b/g/n, MIMO Wi-Fi 5GHz: 802.11 a/n/ac, Bluetooth BT5.0, USB 2.0,Dual SIM,32MP,Touchscreen Phone,172 Grams,Blue,3750,1 Handset, 1 Charger, 1 Tpu Cover, 1 Data Cable, 1 Sim Eject Tool, 1 Tp Protective Film (Attached On The Phone Before Delivery), 1 Warranty Card and 1 User Manual"
4500,Android,16 x 0.9 x 7.5 cm,8 GB,8MP,"₹ 31,990.00","Vivo V19 (Mystic Silver, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Android,8 GB,186 g,16 x 0.9 x 7.5 cm,Vivo 1933,Bluetooth;WiFi Hotspot,2G;GSM;(B2/3/5/8);3G;WCDMA;(B1/5/8);4G;TDD_LTE;(B38/40/41);4G;FDD_LTE;(B1/3/5/8),Dual SIM;GPS;Music Player;Video Player;;In-Display Fingerprint Scanning;Accelerometer;Ambient light sensor;Proximity;E-compass and Gyroscope sensor;E-mail,1080 x 2400 pixels, 20:9 ratio (~409 ppi density),Corning Gorilla Glass,DCI-P3 100%,1280 x 720,8MP,Touchscreen Phone,186 Grams,Mystic Silver,4500,Handset, Earphone, Type-C to USB Cable, USB Power Adapter, SIM Ejector, Protective Case, Protective Film (applied) and Documentation"
Breathing Crystal,Android,16.3 x 0.9 x 7.7 cm,6 GB,2340 x 1080,"₹ 19,990.00","HUAWEI Y9s (Breathing Crystal, 6GB RAM, 128GB Storage, Ultra FullView Display, 48MP AI Triple Camera, Side-Mounted Fingerprint, 4000mAH Powerfull Battery, Kirin 710F, Android Based EMUI 9.1)","Android,6 GB,204 g,16.3 x 0.9 x 7.7 cm,STK-L21,Bluetooth, WiFi Hotspot,4G LTE FDD: B1/B3/B5/B7/B8/B20 | 3G UMTS: B1/5/8 | 2G GSM: B2/3/5/8,Dual SIM, GPS, Music Player, Video Player, Fingerprint sensor, Ambient light sensor, Digital compass, Gravity sensor, Gyroscope sensor,1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density),6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio),Touchscreen,2340 x 1080,8MP,Touchscreen Phone,204 Grams,Breathing Crystal,4000,Handset, Charger, Type-C Cable, Quick Start Guide, Warranty Card, Eject tool, TP Protective Case, Headset, TP protective film (attached on the phone before delivery)"
3000 milliamp_hours,Android,16 x 0.9 x 7.2 cm,4 GB,"Front, Rear","₹ 7,899.00","IKall K4+ (6 Inch, 4GB, 64GB) (Green)","Android,4 GB,240 g,16 x 0.9 x 7.2 cm,1 Lithium ion batteries required. (included),K4+,Cellular,WiFi,Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, GPS, Flashlight, Wifi,LCD,Front, Rear,Smartphone,240 Grams,Green,3000 milliamp_hours,Mobile, Battery, Charging Adapter, USB Cable, User manual"
3000,Android,14.5 x 0.9 x 7 cm,2 GB,5MP,"₹ 7,899.00","Gome C7 (Black, 2GB RAM, 16GB Storage)","Android,2 GB,145 g,14.5 x 0.9 x 7 cm,1 Lithium ion batteries required. (included),C7,Bluetooth, WiFi Hotspot,GSM, (1900/1800/850/900 MHz), HSPA+, 3G, (2100/1900/850/900 MHz), 4G, LTE, (2100/1800/2600/900/800 MHz), GPRS, EDGE, WiFi 802.11 b/g/n 2.4 GHz,Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Ambient light sensor,1440 x 720,5MP,Touchscreen Phone,145 Grams,Black,3000,Handset, Adapter, Earphone, USB Cable, Sim Eject Tool, Usermanual with WC"
